name	hashes	dependencies
shiny	3d14f90122e1bed070f13460c2a19d02	crayon
shiny	3d14f90122e1bed070f13460c2a19d02	rlang
shiny	3d14f90122e1bed070f13460c2a19d02	fastmap
shiny	3d14f90122e1bed070f13460c2a19d02	withr
shiny	3d14f90122e1bed070f13460c2a19d02	commonmark
shiny	3d14f90122e1bed070f13460c2a19d02	glue
shiny	3d14f90122e1bed070f13460c2a19d02	bslib
shiny	3d14f90122e1bed070f13460c2a19d02	cachem
shiny	3d14f90122e1bed070f13460c2a19d02	ellipsis
shiny	3d14f90122e1bed070f13460c2a19d02	lifecycle
shiny	3d14f90122e1bed070f13460c2a19d02	methods
spatial	bce8c48d3219729cb6510040068d358f	graphics
spatial	bce8c48d3219729cb6510040068d358f	stats
spatial	bce8c48d3219729cb6510040068d358f	utils
splines	165e3709fc0a3b77854df0a07030bdbd	graphics
splines	165e3709fc0a3b77854df0a07030bdbd	stats
stats	bb23e0ca1b6b845a0073cf9a3806f609	utils
stats	bb23e0ca1b6b845a0073cf9a3806f609	grDevices
stats	bb23e0ca1b6b845a0073cf9a3806f609	graphics
stats4	a94401c42d71a47d31b846ee7d159665	graphics
stats4	a94401c42d71a47d31b846ee7d159665	methods
stats4	a94401c42d71a47d31b846ee7d159665	stats
stringi	62afc461a011b765c21e8d04f700adf4	tools
stringi	62afc461a011b765c21e8d04f700adf4	utils
stringi	62afc461a011b765c21e8d04f700adf4	stats
stringr	68679ecf4324332348e55075f5f1c850	cli
stringr	68679ecf4324332348e55075f5f1c850	glue
